function_name,script_file_name,module_family,function_visibility,line_number,functional_role,migration_priority,python_target_package,safe_migration_mode
MVPQAIC_P4S_firstNature_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5806,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_filterNature_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5814,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_extractPromptIds_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5823,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_isStatus_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5831,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_isPlatform_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5833,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_isRuntimeType_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5834,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_isPromptId_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5835,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_isGemProfile_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5836,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_isContractId_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5837,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_isAllowedUseCases_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5838,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_isForbiddenUseCases_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5839,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_isOwner_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5840,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_isIsoDate_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5841,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_isVersion_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5842,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_isNote_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5843,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_longTextHeaders_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5849,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_shortTextHeaders_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5859,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_formatAiRuntimeReference_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5863,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_setColBg_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5984,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_applyValidation_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5989,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_extractFunctionSummary_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,5995,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_extractLimitsSummary_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6004,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_extractRequiredInputsSummary_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6013,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_buildCdcSummary_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6022,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_containsAny_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6032,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_getSheet_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6040,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_headerMap_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6048,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_mergeHeaders_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6054,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_get_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6067,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_set_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6072,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_resetFilter_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6077,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_openSheet_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6087,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_runId_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6094,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_result_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6098,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_error_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6136,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_errorCode_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6145,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T_RuntimeReferenceSemanticAudit,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6185,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T_RuntimeReferenceNormalizeCryptoRowSafe,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6189,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T1_Run,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6193,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T1_RuntimeReferenceNormalizeCryptoRowSafe,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6213,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T1_RuntimeReferenceSemanticAudit,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6300,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4S_AnalyzeRuntimeCdcResponsesSafe,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6399,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T_TsvParserStatus,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6404,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T1_expectedValues_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6433,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T1_requiredHeaders_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6508,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T1_ensureHeaders_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6514,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T1_findRuntimeRow_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6537,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T1_findOrCreateRuntimeRow_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6547,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T1_readRowObject_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6556,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T1_formatAiRef_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6565,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T1_prompt01_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6590,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T1_prompt02_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6594,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T1_prompt03_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6598,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T1_prompt04_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6602,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T1_prompt05_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6606,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T1_promptTemplate_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6610,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4T1_error_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6651,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_Status,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6704,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_BuildPromptLibraryVariantRowsPreview,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6739,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_ApplyPromptLibraryVariantRowsSafe,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6768,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_OpenPromptLibraryVariants,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6833,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_Run,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6855,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_DryRun,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6859,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_Apply,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6862,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_context_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6865,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_requiredPromptLibraryHeaders_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6877,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_buildPlan_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6883,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_applyPlan_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6931,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_buildVariantSpecs_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,6957,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_scanPromptLibraryVariants_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7012,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_readRuntimeRow_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7027,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_readHeaderMap_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7045,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_ensureHeaders_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7053,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_findRowByPromptId_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7066,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_writeAudit_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7075,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_formatPromptLibrary_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7096,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_openPromptLibrary_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7110,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_getSheet_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7117,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_clone_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7124,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_normKey_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7130,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_makeRunId_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7134,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_log_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7138,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_error_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7146,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4U_errorCode_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7162,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_Status,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7207,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_BuildVariantQueueRowsPreview,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7239,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_SeedPromptRunQueueVariantRowsSafe,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7269,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_OpenVariantQueueAudit,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7329,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_Run,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7349,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_buildPlan_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7353,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_buildQueueRow_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7426,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_readPromptLibraryVariants_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7468,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_readPromptQueue_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7484,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_writeAudit_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7499,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_formatQueue_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7518,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_ensureHeaders_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7532,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_readHeaderMap_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7545,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_openQueue_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7553,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_basePromptId_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7560,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_getSheet_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7565,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_makeRunId_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7572,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_log_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7576,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_error_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7584,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4V_errorCode_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7600,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4W_Status,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7643,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4W_BuildVariantTestPauseControlCenterSafe,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7661,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4W_OpenVariantTestPauseControlCenter,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7690,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4W_Run,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7710,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4W_buildSnapshot_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7714,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4W_statusDetails_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7818,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4W_writeCockpit_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7848,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4W_formatCockpit_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7880,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4W_readHeaderTable_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7909,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4W_findBy_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7938,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4W_findSheet_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7946,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4W_getOrCreateSheet_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7954,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4W_paris_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7958,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4W_log_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7962,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4W_error_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7968,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4W_errorCode_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,7984,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4X_Status,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,8013,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4X_BuildPauseHandoffNextBatchControlCenterSafe,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,8027,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4X_OpenPauseHandoffNextBatchControlCenter,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,8074,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4X_Run,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,8092,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4X_buildSnapshot_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,8096,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4X_buildCockpitRows_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,8174,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
row,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,INTERNAL,8177,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4X_writeCockpit_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,8201,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P4X_expectedVariantPromptIds_,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,PUBLIC,8239,PROMPT_OR_AI,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
